,RUID,Assigned Rooms
0,725457614,"['SA', 'Apt 133 - 148', '133-D']"
1,881126715,"['SA', 'Apt 133 - 148', '133-B']"
2,219170583,"['SA', 'Apt 133 - 148', '133-C']"
3,611039233,"['SA', 'Apt 133 - 148', '133-A']"
4,299455853,"['SA', 'Apt 133 - 148', '134-B']"
5,431015785,"['SA', 'Apt 133 - 148', '134-A']"
6,177484257,"['SA', 'Apt 133 - 148', '134-C']"
7,325816426,"['SA', 'Apt 133 - 148', '134-D']"
8,310767127,"['SA', 'Apt 133 - 148', '141-A']"
9,215442728,"['SA', 'Apt 133 - 148', '141-B']"
10,436117745,"['SA', 'Apt 133 - 148', '141-C']"
11,258410918,"['SA', 'Apt 133 - 148', '141-D']"
12,146737893,"['SA', 'Apt 133 - 148', '142-C']"
13,781187579,"['SA', 'Apt 133 - 148', '142-B']"
14,311046755,"['SA', 'Apt 133 - 148', '142-A']"
15,636628235,"['SA', 'Apt 133 - 148', '142-D']"
16,141284445,"['SA', 'Apt 133 - 148', '135-D']"
17,291817346,"['SA', 'Apt 133 - 148', '135-B']"
18,997862055,"['SA', 'Apt 133 - 148', '135-C']"
19,265423903,"['SA', 'Apt 133 - 148', '135-A']"
20,288427367,"['SA', 'Apt 133 - 148', '136-D']"
21,681131052,"['SA', 'Apt 133 - 148', '136-B']"
22,828313442,"['SA', 'Apt 133 - 148', '136-A']"
23,688272249,"['SA', 'Apt 133 - 148', '136-C']"
24,697932565,"['SA', 'Apt 133 - 148', '143-A']"
25,105741775,"['SA', 'Apt 133 - 148', '143-B']"
26,727932813,"['SA', 'Apt 133 - 148', '143-C']"
27,568305966,"['SA', 'Apt 133 - 148', '143-D']"
28,168043821,"['SA', 'Apt 133 - 148', '144-C']"
29,851624275,"['SA', 'Apt 133 - 148', '144-B']"
30,338996272,"['SA', 'Apt 133 - 148', '144-A']"
31,433092305,"['SA', 'Apt 133 - 148', '144-D']"
32,655511745,"['SA', 'Apt 133 - 148', '137-A']"
33,457579383,"['SA', 'Apt 133 - 148', '137-D']"
34,144323751,"['SA', 'Apt 133 - 148', '137-B']"
35,313433242,"['SA', 'Apt 133 - 148', '137-C']"
36,881038684,"['SA', 'Apt 133 - 148', '138-A']"
37,499078845,"['SA', 'Apt 133 - 148', '138-B']"
38,318789805,"['SA', 'Apt 133 - 148', '138-C']"
39,973328750,"['SA', 'Apt 133 - 148', '138-D']"
40,433866513,"['SA', 'Apt 133 - 148', '145-A']"
41,130899607,"['SA', 'Apt 133 - 148', '145-B']"
42,137626230,"['SA', 'Apt 133 - 148', '145-C']"
43,595568354,"['SA', 'Apt 133 - 148', '145-D']"
44,900398857,"['SA', 'Apt 133 - 148', '146-A']"
45,733908427,"['SA', 'Apt 133 - 148', '146-B']"
46,234212223,"['SA', 'Apt 133 - 148', '146-C']"
47,450539299,"['SA', 'Apt 133 - 148', '146-D']"
48,873591164,"['SA', 'Apt 133 - 148', '147-A']"
49,798214721,"['SA', 'Apt 133 - 148', '147-B']"
50,320483532,"['SA', 'Apt 133 - 148', '147-C']"
51,667017903,"['SA', 'Apt 133 - 148', '147-D']"
52,258612705,"['SA', 'Apt 133 - 148', '148-A']"
53,644093257,"['SA', 'Apt 133 - 148', '148-B']"
