,RUID,Assigned Rooms
0,895120525,"['SA', 'Apt 133 - 148', '133-B']"
1,217960119,"['SA', 'Apt 133 - 148', '133-A']"
2,751135090,"['SA', 'Apt 133 - 148', '133-C']"
3,253056725,"['SA', 'Apt 133 - 148', '133-D']"
4,703873687,"['SA', 'Apt 133 - 148', '134-A']"
5,689926596,"['SA', 'Apt 133 - 148', '134-B']"
6,578566909,"['SA', 'Apt 133 - 148', '134-C']"
7,433716053,"['SA', 'Apt 133 - 148', '134-D']"
8,260481649,"['SA', 'Apt 133 - 148', '141-B']"
9,372434557,"['SA', 'Apt 133 - 148', '141-D']"
10,810875610,"['SA', 'Apt 133 - 148', '141-C']"
11,763400874,"['SA', 'Apt 133 - 148', '141-A']"
12,225961133,"['SA', 'Apt 133 - 148', '142-A']"
13,494846809,"['SA', 'Apt 133 - 148', '142-B']"
14,395540652,"['SA', 'Apt 133 - 148', '142-C']"
15,117048752,"['SA', 'Apt 133 - 148', '142-D']"
16,955152748,"['SA', 'Apt 133 - 148', '135-A']"
17,550810237,"['SA', 'Apt 133 - 148', '135-D']"
18,990527386,"['SA', 'Apt 133 - 148', '135-C']"
19,577606219,"['SA', 'Apt 133 - 148', '135-B']"
20,800382176,"['SA', 'Apt 133 - 148', '136-A']"
21,334796100,"['SA', 'Apt 133 - 148', '136-B']"
22,292114573,"['SA', 'Apt 133 - 148', '136-C']"
23,665455196,"['SA', 'Apt 133 - 148', '136-D']"
24,927567580,"['SA', 'Apt 133 - 148', '143-A']"
25,441508495,"['SA', 'Apt 133 - 148', '143-B']"
26,551984217,"['SA', 'Apt 133 - 148', '143-C']"
27,705730508,"['SA', 'Apt 133 - 148', '143-D']"
28,462665624,"['SA', 'Apt 133 - 148', '144-A']"
29,442061684,"['SA', 'Apt 133 - 148', '144-B']"
30,342481165,"['SA', 'Apt 133 - 148', '144-C']"
31,898891356,"['SA', 'Apt 133 - 148', '144-D']"
32,115314020,"['SA', 'Apt 133 - 148', '137-A']"
33,917458133,"['SA', 'Apt 133 - 148', '137-D']"
34,482323016,"['SA', 'Apt 133 - 148', '137-B']"
35,497514787,"['SA', 'Apt 133 - 148', '137-C']"
36,932051833,"['SA', 'Apt 133 - 148', '138-A']"
37,298346769,"['SA', 'Apt 133 - 148', '138-C']"
38,799042438,"['SA', 'Apt 133 - 148', '138-B']"
39,882225142,"['SA', 'Apt 133 - 148', '138-D']"
40,832399977,"['SA', 'Apt 133 - 148', '145-C']"
41,622401914,"['SA', 'Apt 133 - 148', '145-A']"
42,290367311,"['SA', 'Apt 133 - 148', '145-B']"
43,481393784,"['SA', 'Apt 133 - 148', '145-D']"
44,396666320,"['SA', 'Apt 133 - 148', '146-A']"
45,737330209,"['SA', 'Apt 133 - 148', '146-D']"
46,813743119,"['SA', 'Apt 133 - 148', '146-B']"
47,916513832,"['SA', 'Apt 133 - 148', '146-C']"
48,786202462,"['SA', 'Apt 133 - 148', '147-A']"
49,745961561,"['SA', 'Apt 133 - 148', '147-B']"
50,840355584,"['SA', 'Apt 133 - 148', '147-C']"
51,188361964,"['SA', 'Apt 133 - 148', '147-D']"
52,806174483,"['SA', 'Apt 133 - 148', '148-A']"
53,451182682,"['SA', 'Apt 133 - 148', '148-B']"
54,911217518,"['SA', 'Apt 133 - 148', '148-C']"
55,323504187,"['SA', 'Apt 133 - 148', '148-D']"
56,639896689,"['SA', 'Apt 133 - 148', '139-A']"
57,286133665,"['SA', 'Apt 133 - 148', '139-B']"
58,586124120,"['SA', 'Apt 133 - 148', '139-C']"
59,407387498,"['SA', 'Apt 133 - 148', '139-D']"
60,803710149,"['SA', 'Apt 133 - 148', '140-B']"
61,260844849,"['SA', 'Apt 133 - 148', '140-C']"
62,957723615,"['SA', 'Apt 133 - 148', '140-A']"
63,433352994,"['SA', 'Apt 133 - 148', '140-D']"
64,884580868,"['SA', 'Apt 149 - 164', '149-A']"
65,908443336,"['SA', 'Apt 149 - 164', '149-B']"
66,598585595,"['SA', 'Apt 149 - 164', '149-C']"
67,259785694,"['SA', 'Apt 149 - 164', '149-D']"
68,367952367,"['SA', 'Apt 149 - 164', '150-A']"
69,944564361,"['SA', 'Apt 149 - 164', '150-D']"
70,881950408,"['SA', 'Apt 149 - 164', '150-C']"
71,502868410,"['SA', 'Apt 149 - 164', '150-B']"
72,708103542,"['SA', 'Apt 149 - 164', '151-D']"
73,920902198,"['SA', 'Apt 149 - 164', '151-B']"
74,561168816,"['SA', 'Apt 149 - 164', '151-C']"
75,361280025,"['SA', 'Apt 149 - 164', '151-A']"
76,224505253,"['SA', 'Apt 149 - 164', '152-B']"
77,654894285,"['SA', 'Apt 149 - 164', '152-A']"
78,837849275,"['SA', 'Apt 149 - 164', '152-C']"
79,977412428,"['SA', 'Apt 149 - 164', '152-D']"
80,419283376,"['SA', 'Apt 149 - 164', '153-A']"
81,862463542,"['SA', 'Apt 149 - 164', '153-B']"
82,921778032,"['SA', 'Apt 149 - 164', '153-C']"
83,190769854,"['SA', 'Apt 149 - 164', '153-D']"
84,794296533,"['SA', 'Apt 149 - 164', '154-A']"
85,914096801,"['SA', 'Apt 149 - 164', '154-D']"
86,423468113,"['SA', 'Apt 149 - 164', '154-C']"
87,571486102,"['SA', 'Apt 149 - 164', '154-B']"
88,366261623,"['SA', 'Apt 149 - 164', '155-A']"
89,903464523,"['SA', 'Apt 149 - 164', '155-C']"
90,636114121,"['SA', 'Apt 149 - 164', '155-B']"
91,797761907,"['SA', 'Apt 149 - 164', '155-D']"
92,130260151,"['SA', 'Apt 149 - 164', '156-A']"
93,819563023,"['SA', 'Apt 149 - 164', '156-B']"
94,718811786,"['SA', 'Apt 149 - 164', '156-C']"
95,718584582,"['SA', 'Apt 149 - 164', '156-D']"
96,434876079,"['SA', 'Apt 149 - 164', '157-D']"
97,746013955,"['SA', 'Apt 149 - 164', '157-B']"
98,919137768,"['SA', 'Apt 149 - 164', '157-A']"
99,655370755,"['SA', 'Apt 149 - 164', '157-C']"
100,655346828,"['SA', 'Apt 149 - 164', '158-A']"
101,348365886,"['SA', 'Apt 149 - 164', '158-D']"
102,822786897,"['SA', 'Apt 149 - 164', '158-C']"
103,428127168,"['SA', 'Apt 149 - 164', '158-B']"
104,556027412,"['SA', 'Apt 149 - 164', '159-A']"
105,953785970,"['SA', 'Apt 149 - 164', '159-B']"
106,783969160,"['SA', 'Apt 149 - 164', '159-C']"
107,369462073,"['SA', 'Apt 149 - 164', '159-D']"
108,187867377,"['SA', 'Apt 149 - 164', '160-A']"
109,218268999,"['SA', 'Apt 149 - 164', '160-C']"
110,598851875,"['SA', 'Apt 149 - 164', '160-B']"
111,801119354,"['SA', 'Apt 149 - 164', '160-D']"
112,828070603,"['SA', 'Apt 149 - 164', '161-A']"
113,694455912,"['SA', 'Apt 149 - 164', '161-B']"
114,715923031,"['SA', 'Apt 149 - 164', '161-C']"
115,128453879,"['SA', 'Apt 149 - 164', '161-D']"
116,356029437,"['SA', 'Apt 149 - 164', '162-A']"
117,630940701,"['SA', 'Apt 149 - 164', '162-B']"
118,509105770,"['SA', 'Apt 149 - 164', '162-C']"
119,166926580,"['SA', 'Apt 149 - 164', '162-D']"
120,508811894,"['SA', 'Apt 149 - 164', '163-A']"
121,764625789,"['SA', 'Apt 149 - 164', '163-B']"
122,138901797,"['SA', 'Apt 149 - 164', '163-C']"
123,634396244,"['SA', 'Apt 149 - 164', '163-D']"
124,347350342,"['SA', 'Apt 149 - 164', '164-A']"
125,309801461,"['SA', 'Apt 149 - 164', '164-B']"
126,270639725,"['SA', 'Apt 149 - 164', '164-C']"
127,667635928,"['SA', 'Apt 149 - 164', '164-D']"
128,993343242,"['SA', 'Apt 165 - 180', '165-A']"
129,790550356,"['SA', 'Apt 165 - 180', '165-D']"
130,584679687,"['SA', 'Apt 165 - 180', '165-B']"
131,910005373,"['SA', 'Apt 165 - 180', '165-C']"
132,161416525,"['SA', 'Apt 165 - 180', '166-A']"
133,540998212,"['SA', 'Apt 165 - 180', '166-B']"
