,RUID,Assigned Rooms
0,421348960,"['SA', 'Apt 133 - 148', '133-B']"
1,962353610,"['SA', 'Apt 133 - 148', '133-A']"
2,804917702,"['SA', 'Apt 133 - 148', '133-C']"
3,127812714,"['SA', 'Apt 133 - 148', '133-D']"
4,364164590,"['SA', 'Apt 133 - 148', '134-A']"
5,322756208,"['SA', 'Apt 133 - 148', '134-B']"
6,977522906,"['SA', 'Apt 133 - 148', '134-C']"
7,484798610,"['SA', 'Apt 133 - 148', '134-D']"
8,271142225,"['SA', 'Apt 133 - 148', '141-A']"
9,604791093,"['SA', 'Apt 133 - 148', '141-B']"
10,900294641,"['SA', 'Apt 133 - 148', '141-C']"
11,437601750,"['SA', 'Apt 133 - 148', '141-D']"
12,246292891,"['SA', 'Apt 133 - 148', '142-A']"
13,508325503,"['SA', 'Apt 133 - 148', '142-B']"
14,545611698,"['SA', 'Apt 133 - 148', '142-C']"
15,419456486,"['SA', 'Apt 133 - 148', '142-D']"
16,988955242,"['SA', 'Apt 133 - 148', '135-A']"
17,312170287,"['SA', 'Apt 133 - 148', '135-B']"
18,492530871,"['SA', 'Apt 133 - 148', '135-D']"
19,816843484,"['SA', 'Apt 133 - 148', '135-C']"
20,253626558,"['SA', 'Apt 133 - 148', '136-D']"
21,645626769,"['SA', 'Apt 133 - 148', '136-B']"
22,478435780,"['SA', 'Apt 133 - 148', '136-A']"
23,672481774,"['SA', 'Apt 133 - 148', '136-C']"
24,626144661,"['SA', 'Apt 133 - 148', '143-D']"
25,570558252,"['SA', 'Apt 133 - 148', '143-A']"
26,665306954,"['SA', 'Apt 133 - 148', '143-C']"
27,146033002,"['SA', 'Apt 133 - 148', '143-B']"
28,237560088,"['SA', 'Apt 133 - 148', '144-D']"
29,390557915,"['SA', 'Apt 133 - 148', '144-A']"
30,894369625,"['SA', 'Apt 133 - 148', '144-B']"
31,725611979,"['SA', 'Apt 133 - 148', '144-C']"
32,501018462,"['SA', 'Apt 133 - 148', '137-C']"
33,701872997,"['SA', 'Apt 133 - 148', '137-A']"
34,719583444,"['SA', 'Apt 133 - 148', '137-B']"
35,829922523,"['SA', 'Apt 133 - 148', '137-D']"
36,217646579,"['SA', 'Apt 133 - 148', '138-A']"
37,312463212,"['SA', 'Apt 133 - 148', '138-B']"
38,134917145,"['SA', 'Apt 133 - 148', '138-C']"
39,199302575,"['SA', 'Apt 133 - 148', '138-D']"
40,242443437,"['SA', 'Apt 133 - 148', '145-B']"
41,966824404,"['SA', 'Apt 133 - 148', '145-C']"
42,455068162,"['SA', 'Apt 133 - 148', '145-D']"
43,945815688,"['SA', 'Apt 133 - 148', '145-A']"
44,532850723,"['SA', 'Apt 133 - 148', '146-B']"
45,899960331,"['SA', 'Apt 133 - 148', '146-C']"
46,814205403,"['SA', 'Apt 133 - 148', '146-A']"
47,727591312,"['SA', 'Apt 133 - 148', '146-D']"
48,532612536,"['SA', 'Apt 133 - 148', '147-B']"
49,414799907,"['SA', 'Apt 133 - 148', '147-C']"
50,743926919,"['SA', 'Apt 133 - 148', '147-A']"
51,400880058,"['SA', 'Apt 133 - 148', '147-D']"
52,574325425,"['SA', 'Apt 133 - 148', '148-D']"
53,777342549,"['SA', 'Apt 133 - 148', '148-A']"
54,332790009,"['SA', 'Apt 133 - 148', '148-B']"
55,801334382,"['SA', 'Apt 133 - 148', '148-C']"
56,195136134,"['SA', 'Apt 133 - 148', '139-C']"
57,953861606,"['SA', 'Apt 133 - 148', '139-B']"
58,371032410,"['SA', 'Apt 133 - 148', '139-A']"
59,416631404,"['SA', 'Apt 133 - 148', '139-D']"
60,230972311,"['SA', 'Apt 133 - 148', '140-B']"
61,139335352,"['SA', 'Apt 133 - 148', '140-A']"
62,245404666,"['SA', 'Apt 133 - 148', '140-C']"
63,146201673,"['SA', 'Apt 133 - 148', '140-D']"
64,118395035,"['SA', 'Apt 149 - 164', '149-B']"
65,248373165,"['SA', 'Apt 149 - 164', '149-C']"
66,500950555,"['SA', 'Apt 149 - 164', '149-A']"
67,235100391,"['SA', 'Apt 149 - 164', '149-D']"
68,613829497,"['SA', 'Apt 149 - 164', '150-C']"
69,398016271,"['SA', 'Apt 149 - 164', '150-B']"
70,341676823,"['SA', 'Apt 149 - 164', '150-A']"
71,808209660,"['SA', 'Apt 149 - 164', '150-D']"
72,735489895,"['SA', 'Apt 149 - 164', '151-B']"
73,162655024,"['SA', 'Apt 149 - 164', '151-C']"
74,985563551,"['SA', 'Apt 149 - 164', '151-D']"
75,535838563,"['SA', 'Apt 149 - 164', '151-A']"
76,124360273,"['SA', 'Apt 149 - 164', '152-A']"
77,239604896,"['SA', 'Apt 149 - 164', '152-D']"
78,751283639,"['SA', 'Apt 149 - 164', '152-C']"
79,215143549,"['SA', 'Apt 149 - 164', '152-B']"
80,141985208,"['SA', 'Apt 149 - 164', '153-D']"
81,830992886,"['SA', 'Apt 149 - 164', '153-B']"
82,982211901,"['SA', 'Apt 149 - 164', '153-A']"
83,717741141,"['SA', 'Apt 149 - 164', '153-C']"
84,536495740,"['SA', 'Apt 149 - 164', '154-D']"
85,968250744,"['SA', 'Apt 149 - 164', '154-B']"
86,176192101,"['SA', 'Apt 149 - 164', '154-A']"
87,443172403,"['SA', 'Apt 149 - 164', '154-C']"
88,293949758,"['SA', 'Apt 149 - 164', '155-A']"
89,272852563,"['SA', 'Apt 149 - 164', '155-B']"
90,814673942,"['SA', 'Apt 149 - 164', '155-C']"
91,280087476,"['SA', 'Apt 149 - 164', '155-D']"
